Prozac	HI.3747.008.Index_12.Prozac_1_R1.fastq	HI.3747.008.Index_12.Prozac_1_R2.fastq	HI.3747.008.Index_19.Prozac_2_R1.fastq	HI.3747.008.Index_19.Prozac_2_R2.fastq
Control	HI.3747.008.Index_4.Ethanol_Control_1_R1.fastq	HI.3747.008.Index_4.Ethanol_Control_1_R2.fastq	HI.3747.008.Index_5.Ethanol_Control_2_R1.fastq	HI.3747.008.Index_5.Ethanol_Control_2_R2.fastq
